,Tweet,Suicide,clean_text
1334,"@Madyson_gregg,Castroville, TX,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,castroville tx rt dont want anymore
1335,"@Kal_Penn Thank you, Kal!!! You're GREAT!!! Good luck on everything that you'll do!",Not Suicide post,thank kal great good luck everything
1336,i almost attempted suicide again when someone blackmailed me and threatened to have me thrown in jail for something i didnt do he knew where i worked and my parents names,Potential Suicide post ,almost attempted suicide someone blackmailed threatened thrown jail something didnt knew worked parents names
1337,@OfficialCole Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but itÃ¯Â¿Â½s OK.,Not Suicide post,hy cole come germany biggest wish contact know never see itã â â½s ok
1338,@BMkerchief I love each time up post an update. Ur profile picture is an amazing site let me tell u!,Not Suicide post,love time post update ur profile picture amazing site let tell u
1339,why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post ,everyday hate life really feel im destined miserable forever
1340,"searching for a good dress, any care to help me?",Not Suicide post,searching good dress care help
1341,I just finished feeding Kayden his breakfast so now we are relaxing and watching Shrek.,Not Suicide post,finished feeding kayden breakfast relaxing watching shrek
1342,When my Bottle Pop Shake me!..,Not Suicide post,bottle pop shake
1343,"@benjamenus oh blimey, it's not you is it?? don't worry, I wouldn't say anything here that i wouldn't say to them personally.",Not Suicide post,oh blimey worry say anything say personally
1344,"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny",Not Suicide post,waking decide drink breakfast amp people becoming twitter addicts funny
1345,and as we turn and look to the future..... very interesting times ahead,Not Suicide post,turn look future interesting times ahead
1346,RT @enews: Congratulations to #BTS for winning Music Group of 2018 at the #PCAs. https://t.co/H278vwYwMt,Not Suicide post,rt congratulations bts winning music group 2018 pcas
1347,going back to OS X after a forced 5 month hiatus with only my Windows and Linux boxes makes me a happy camper,Not Suicide post,going back os x forced 5 month hiatus windows linux boxes makes happy camper
1348,"1/2 hr debugging for a CSS problem on a colleague's computer, before I remembered that I installed IE8 on my PC a couple of weeks ago",Not Suicide post,1 2 hr debugging css problem colleague computer remembered installed ie8 pc couple weeks ago
1349,RT @myugnjuns: anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good,Not Suicide post,rt anyways arohas lets work hard show love support astro comeback provide us another good
1350,"@candyguy53,Tillsonburg, Ontario,@amvetsupport Ok.",Potential Suicide post ,tillsonburg ontario ok
1351,"I took a Twitter break, now I'm back",Not Suicide post,took twitter break back
1352,"@shelleybookworm Hah! Round is a shape, indeed, and there are round parts of me I'd like to plane down.",Not Suicide post,hah round shape indeed round parts like plane
1353,"RT @bakugousblackgf: nishinoya, small and ready to die: eat my ass spirits",Potential Suicide post ,rt nishinoya small ready die eat ass spirits
1354,RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not Suicide post,rt 2 wins 2 weeks congratulations machine
1355,I think it may be time for some really dirty songs from Nickelback lol,Not Suicide post,think may time really dirty songs nickelback lol
1356,"@paulissima It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator.",Not Suicide post,toolbar set functions special actually specifically useful translator
1357,"Fuck it, I can't sleep! Going shopping today",Not Suicide post,fuck sleep going shopping today
1358,I be asking god why do I keep loosing people in my life but I see why everyday you can't move ahead in life,Not Suicide post,asking god keep loosing people life see everyday move ahead life
1359,"Hurrah! Someone is listening! Delay so long, have now missed meeting. Back home to walk dog and reschedule",Not Suicide post,hurrah someone listening delay long missed meeting back home walk dog reschedule
1360,"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum Either that or you gotta tease him more, treat em mean.....",Not Suicide post,think got descriptions mixed bugmum either gotta tease treat em mean
1361,@geeklitebeta Had to follow after reading that tweet about &quot;Why is it that every second ...&quot;,Not Suicide post,follow reading tweet quot every second quot
1362,I hate myself,Potential Suicide post ,hate
1363,@889grapevine Looking forward to the new website,Not Suicide post,looking forward new website
1364,Wishing you all the happiness and love in theâ¦,Not Suicide post,wishing happiness love theâ
1365,"feel like running away, far away, in a great place where no one can find me.",Not Suicide post,feel like running away far away great place one find
1366,"I'm gunna have a lazy day today. Woo, Good timezzzzzzzz",Not Suicide post,gunna lazy day today woo good timezzzzzzzz
1367,i want to kill myself but i am afraid to die i have been dealing with this pain for about 3 years i have seen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to commit suicide and it has caused nothing but chaos in my house i have been looking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already been drinking but have been hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it will hurt and i will not succeed,Potential Suicide post ,want kill afraid die dealing pain 3 years seen many therapists tried medication nothing worked told parents tonight wanted commit suicide caused nothing chaos house looking online ways die figured drinking taking medication way go already drinking hesitant take medication scared die believe god know comes death scared pain afraid hurt succeed
1368,I stay up all night tryna make myself feel alright I'm too uncomfortable to fall asleep ugh fuck this bitch of a roâ¦ https://t.co/gkzZR3jNfW,Potential Suicide post ,stay night tryna make feel alright uncomfortable fall asleep ugh fuck bitch roâ
1369,my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,Potential Suicide post ,life meaningless want end life badly life completely empty dont want create meaning creating meaning pain long hold back urge run car head first next person coming opposite way stop feeling jealous tragic characters like gomer pile swift end able bring lives
1370,"RT @JoshYugen: @EntrataLorna @maymayentrata07 Hi tita @EntrataLorna now I know why she is the most humble and most genuine, even though itâ¦",Not Suicide post,rt hi tita know humble genuine even though itâ
1371,Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every siâ¦ https://t.co/sUX9u3Bo3q,Potential Suicide post ,absolutely nail job despise heart manage royally fuck every siâ
1372,sat at home doing nothing? looking foward to bakewell next week though,Not Suicide post,sat home nothing looking foward bakewell next week though
1373,@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,Not Suicide post,liked ryder quite awhile amp good see perform televised fight loving
1374,@pinksealight haha 2 am lol omg IM FREEZING TOO!! haha,Not Suicide post,haha 2 lol omg im freezing haha
1375,@D_Silver i saw your photos! hot!,Not Suicide post,saw photos hot
1376,Cool! Now I have my own leaping theme music! I am going to forgo thinking about the fact that it is the Pepe Le Pew music and just leap,Not Suicide post,cool leaping theme music going forgo thinking fact pepe le pew music leap
1377,"@jaimiefanatic about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood",Not Suicide post,time mc flipside mix came sooooooooooooo goooooooooood
1378,with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse ,Potential Suicide post ,financial situation getting worse mental health suicide plan z feel like reach plan z think committed suicide 15 years old thought lot grew made life worse
1379,"@seanhannity "" Every day becomes a disappointment for us AMERICANS that want OUR AMERICA back AS it is to be ""! . Lâ¦ https://t.co/qRm2xOgJxL",Potential Suicide post ,every day becomes disappointment us americans want america back lâ
1380,RT @shaunking: I am supporting @RepBarbaraLee for this.,Not Suicide post,rt supporting
1381,"I am just tired of everything, i wanna die",Potential Suicide post ,tired everything wanna die
1382,RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,Potential Suicide post ,rt much anger must u carrying treat stranger whoâ life struggles battles know nothing poorly â
1383,prays for his new job career. praise god i got a new job.,Not Suicide post,prays new job career praise god got new job
1384,"Hooraaaaaaaaaay!!!!!!!! Proud to have been an itty bitty droplet in this ð.     Congratulations @joshua_harder, youâ¦ https://t.co/rA4Xj5oWVf",Not Suicide post,hooraaaaaaaaaay proud itty bitty droplet ð congratulations youâ
1385,RT @vanbrueghel: release my body,Potential Suicide post ,rt release body
1386,RT @trilllizard666: i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you giâ¦,Potential Suicide post ,rt swear motherfuckers want people horrible racist rapist homophobic pedophiles die giâ
1387,@MmmBaileys Me Happy Birthday! Loving the foxy avatar pic as well Serious party plans for the big day?,Not Suicide post,happy birthday loving foxy avatar pic well serious party plans big day
1388,i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,Potential Suicide post ,something 2 october overdosed felt alone horrible hospital two days walk hallways school always look weird say take pills hate one voice head wont go away cant anymore thanks reading
1389,Big Law Killed My Husband': An Open Letter From A Sidley Partner's Widow https://t.co/fm1oCvjRYy  #Suicide #Depression #Shame,Potential Suicide post ,big law killed husband open letter sidley partner widow suicide depression shame
1390,@smeykunz We can all have a fun ladies night! Anyone can join!,Not Suicide post,fun ladies night anyone join
1391,"guess who will die today? thatâs me!! Iâm too tired of everything rn and Iâm too hurt,,",Potential Suicide post ,guess die today thatâ iâ tired everything rn iâ hurt
1392,I just wanna bring up Mac didnât die from cocaine mixed with fentanyl. He literally had a line. .âshit ainât been tâ¦ https://t.co/wUElVuw1CO,Potential Suicide post ,wanna bring mac didnâ die cocaine mixed fentanyl literally line â shit ainâ tâ
1393,"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",Not Suicide post,watching tron oh goodness genius stuff bike scene flashed
1394,"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day",Not Suicide post,sugar puffs breakfast amp listening mcfly great way start day
1395,@dvroegop having 100+ slides again,Not Suicide post,100 slides
1396,"@Elianasunshine7,Newfoundland, Canada,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone tâ¦",Potential Suicide post ,newfoundland canada rt want say ill never active quite sure dont reason anymore anyways bye everyone tâ
1397,We are open again today from 10:00 am til 7 pm.. come in and see us,Not Suicide post,open today 10 00 til 7 pm come see us
1398,@KDwow_ sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealingâ¦ https://t.co/aaKsXzHZoT,Potential Suicide post ,sorry keep missing u kd u need apoligise nothing bad days u dealingâ
1399,@imjustcreative bless ya fella,Not Suicide post,bless ya fella
1400,"RT @WanNurSyaira: I never say my life is miserable, my life is pretty good not gonna lie. But what it seems to be a âprivilegedâ life may nâ¦",Potential Suicide post ,rt never say life miserable life pretty good gonna lie seems â privilegedâ life may nâ
1401,@OurDave Good routes here http://www.bikely.com/maps/bike-path/Manly-Dam-Mountain-Bike-Track was today's ride. 2 laps!,Not Suicide post,good routes today ride 2 laps
1402,This is painful and just the thought of losing another young person to suicide makes it extremely hard to see a famâ¦ https://t.co/45IlNiJt6h,Potential Suicide post ,painful thought losing another young person suicide makes extremely hard see famâ
1403,@diablocody I LOVED YOU ON CHELSEA LATELY!!,Not Suicide post,loved chelsea lately
1404,@robjjones Moody Woods is absolutely awesome,Not Suicide post,moody woods absolutely awesome
1405,"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, pâ¦ https://t.co/eokuBuayM6",Potential Suicide post ,since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die pâ
1406,"@kimlet9 : oh, that was great! Thanks, I'll pass it around.",Not Suicide post,oh great thanks pass around
1407,OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,Not Suicide post,omg serious shit im getting thursday tho wat want got reply yeow
1408,@Melissa_Lyford You're such a sweet daughter-in-law! I hope it goes well today!,Not Suicide post,sweet daughter law hope goes well today
1409,@poindexterity Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,Not Suicide post,ooh never alameda flea market must check thank
1410,@tcouto Cool stuff!,Not Suicide post,cool stuff
1411,I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and thoseâ¦ https://t.co/g8KBt7lbtw,Potential Suicide post ,truly never happier life rid toxic people brought thoseâ
1412,@sofifii thats a big one!,Not Suicide post,thats big one
1413,@PoorBoyOnline Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but tryâ¦ https://t.co/zijyqCpXoE,Potential Suicide post ,reason get banned 2k right ronnie stay banning folks nothing tryâ
1414,damn i really do hate myself,Potential Suicide post ,damn really hate
1415,Night all.. just enjoyed a chat on connect2mums. Check it out. http://connect2mums.ning.com/,Not Suicide post,night enjoyed chat connect2mums check
1416,RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,Not Suicide post,rt world got right path celebrating matri pitri pujan diwas started bapuji serviceforhumanity
1417,"@kimmmyberley Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",Not Suicide post,lol makes good points love customers bought crocs also bought hilarious
1418,aahhh i need sleep but cloverfield at 3am was worth it!,Not Suicide post,aahhh need sleep cloverfield 3am worth
1419,"@psandalio yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",Not Suicide post,yeah remembered reading think someone else mentioned still room market
1420,"@PhilipMcCluskey I gotcha this is my fridge: http://tinyurl.com/dxvmx7 ...not sure it's photographed well though, arg.",Not Suicide post,gotcha fridge sure photographed well though arg
1421,Is glad she got changed 3 times this morning xD its lovely &amp; sunny,Not Suicide post,glad got changed 3 times morning xd lovely amp sunny
1422,i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,Potential Suicide post ,probably kill 2018 always depressed long remember summers better school always makes much worse probably would tried kill last may car last may worst ever transferred early college program soi amtaking classes cc instead shitass high school ive school two weeks progressing way faster normal idk want die nothing traumatic happened hate much probably co doesnt get better soon
1423,"@Carlotaxx 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",Not Suicide post,evening carlota bad thanks bit tired normal rolls eyes
1424,@SowaTheArrogant Well he was partially right! I do want him to get sick and die and I would dance on his grave! Mayâ¦ https://t.co/5AzPorJUos,Potential Suicide post ,well partially right want get sick die would dance grave mayâ
1425,@cyberpenguin I am really good...tired but good,Not Suicide post,really good tired good
1426,RT @anjellycaa_: Iâm at the point of the semester where Iâm so tired of everything. I just want to roll over and die.,Potential Suicide post ,rt iâ point semester iâ tired everything want roll die
1427,"Today i almost kill myself because I almost hit by a bus, thank Allah.",Not Suicide post,today almost kill almost hit bus thank allah
1428,my friends think i'm weird because i watch the news all the time....watching the news,Not Suicide post,friends think weird watch news time watching news
1429,i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post ,want overdose advil benadryl end enough job really tired shit want give
1430,LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,Potential Suicide post ,lololololol hate trust people ugly pictures break trust like lol damn ok like sometimes
1431,Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,Potential Suicide post ,view canada worth half wouldnt president treats friends like shit everyone enemy usa lost respect want tou build wall cause dont trust anymore
1432,I want you to explain yourself to me.,Not Suicide post,want explain
1433,RT @reckless: I am so jealous of this insane @TaylorLorenz story I want to die https://t.co/6RNqtfKlH5,Potential Suicide post ,rt jealous insane story want die
1434,@JamFactory and such a beautiful (if typically Mac'y) web site too,Not Suicide post,beautiful typically mac web site
1435,"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THOâ¦ https://t.co/BYzGwBrFWB",Potential Suicide post ,im going kill art teacher expanded homework needed go like fucking five times thoâ
1436,@MattKelland that Dalek is great,Not Suicide post,dalek great
1437,"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",Not Suicide post,rt daughter delighted see assistant referee today hair like mine referee
1438,Mbappe is not tired.,Not Suicide post,mbappe tired
1439,"RT @MilradJalen: @raesanni I agree itâs awful and makes no sense. Regardless of his last mistakes, he didnât deserve to die and mocking himâ¦",Potential Suicide post ,rt agree itâ awful makes sense regardless last mistakes didnâ deserve die mocking himâ
1440,RT @dcostaroberts: The Pentagon spent millions to prevent suicides. But the suicide rate went up instead.  https://t.co/D7BaGVTi9h,Potential Suicide post ,rt pentagon spent millions prevent suicides suicide rate went instead
1441,man game of thrones is going to end next year and I'll have to wait 10 years for TWOW and ADOS to come out to get mâ¦ https://t.co/LIVsVvZC3M,Potential Suicide post ,man game thrones going end next year wait 10 years twow ados come get mâ
1442,hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,Not Suicide post,hi joined think brill haha still bed bothered getting anyway bye
1443,thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,Potential Suicide post ,thinking killing got raped 10 years old drunk homeless man trying find live 19 year old boy friends gf dumped everyone hates mom dad hate got abused kid dont reason live anymore want kill
1444,RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,Not Suicide post,rt performance wanted delighted point still unbeaten amp got best gk world
1445,"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",Not Suicide post,ny flight delays thank goodness las vegas memorable loved fob atl cs concert
1446,is going to take a nap before going for BM tuition.,Not Suicide post,going take nap going bm tuition
1447,RT @porrafelipeee: They figure me a dead motherfucker,Potential Suicide post ,rt figure dead motherfucker
1448,@bensummers Isn't that sweet of them.... Altruism at it's finest....,Not Suicide post,sweet altruism finest
1449,http://twitpic.com/2y7ho - edit = my mood,Not Suicide post,edit mood
1450,@aaronspears She's soo cute Good luck with the museum thing... lol,Not Suicide post,soo cute good luck museum thing lol
1451,"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not Suicide post,think ginger next door fight like bad one know
1452,Want to kill him.,Not Suicide post,want kill
1453,why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean ,Potential Suicide post ,mankind afraid death lately asking often often fear death nowdays back middle ages example course fear getting hell stupid shit like today even completly painless would struggle end suicidal would say even think often quit go pussy easy way struggle life instead going easy route personally think mankind fears unkown dont know whats death none really came back actual death reported like actual clinical dead really reason like know going kill yet probably stays way much pussy pussy get mean
1454,i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post ,want everyone feel pain sick everyone trying hold take advantage mei amsick always second choicei amsick neglected feared hated want everyone feel wrath pain sick hiding shadows taking want everything ever happen 100 times hope never get reliefi amsick people afraid admit makes sick see many happy people perfect lives dont deserve cant happy anyone else
1455,"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",Not Suicide post,back home finished dinner stopped minute still much tonight back later
1456,"@weird6 it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo.",Not Suicide post,pizza place standing room around dinnertime pizza named woo
1457,I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shitâ¦ https://t.co/hdyYYzOq6X,Potential Suicide post ,fucking tired depression woke feeling productive today want anything feel shitâ
1458,@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post ,mean life miserable guess light end tunnel
1459,@PembrokeDave Just working matey but i'm off next week,Not Suicide post,working matey next week
1460,i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post ,done last post tired living good thing left life girlfriend broke feel alone hopeless dont really feel like going really want kill
1461,eating as usual....cant wait for Pogo thursday night! whoop,Not Suicide post,eating usual cant wait pogo thursday night whoop
1462,@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,Not Suicide post,yay good morning
1463,"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not Suicide post,well good morning think lol nothing like playing muscial chairs sleep
1464,@destanigroup Thanks for the link to fastpitch!,Not Suicide post,thanks link fastpitch
1465,*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,Not Suicide post,caugh caugh darth batman brilliant crossover ever
1466,why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post ,weak cant keep besides new jobs fault thati amfeeling way punish going leaveim supposed better pointi terrified taking stress leave nowi amstarting convinced killing option doctor meds probably crazy dont know dont friends either family support net dont friend shit boyfriend talk isnt problem wont saddle weakness shit person deserve
1467,I feel so lonely,Potential Suicide post ,feel lonely
1468,@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,Not Suicide post,almost caught himym watched 3 4 episodes last night ssssoooo good
1469,"RT @SevenShepherd: ""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Potential Suicide post ,rt certain centurion servant dear unto sick ready die luke 7 2 jesus god bible
1470,"Off to town now, see you later",Not Suicide post,town see later
1471,@JonathanRKnight Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post,thank inspiring people check great cause might otherwise known
1472,forgot she had a twitter &amp; is pleased to know more people have joined.,Not Suicide post,forgot twitter amp pleased know people joined
1473,"sis, don't. my life isnt how you  think it is. my life is a miserable.",Potential Suicide post ,sis life isnt think life miserable
1474,@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,Not Suicide post,ha nice lot like love tv right cute movie
1475,besties staying tonite !!,Not Suicide post,besties staying tonite
1476,RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post ,rt damn hardcore hate preheating many ovens clear ap style
1477,@alexiaaa hahas sucks to be you,Not Suicide post,hahas sucks
1478,@nikkiclifton Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,Not Suicide post,thank precious woman may receive exceedingly could ever hope imagine
1479,the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post ,time finally come finally ready end 25 years sickening life ready end done earlier life coping die depression involutary celibate thought resorting sex work death motivation die city born bridge 75 meters tall enough kill fall concrete goodbye meaningless world
1480,"@cityrat59 nothing to congratulate for, it's just a task, but thanks @geovolt i don't work in the Maemo group",Not Suicide post,nothing congratulate task thanks work maemo group
1481,i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post ,tired want sleep afraid might dream guess fault guess problems fault ive heard thats supposed make feel better means work get better change things makes feel worse know wont people wont care die asked least could rest wouldnt tired wouldnt
1482,i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,Potential Suicide post ,think moment coming seems pieces life already set seems fate wants mom leave house work seems opportunity free nobody cares die every day get think suicide carry wish gun think find way ive already lost everything enjoy music like girl like love someone else friends never girlfriend disgust life maybe better leave place
1483,wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not Suicide post,wow woke bag next bed hate alcohol wtf happened tonight thanks everyone came bday dinner
1484,@lejeff oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,Not Suicide post,oh pants hanging old folks back england defo b 4 1 get back tho
1485,@thatswhack74 WHOA I WANT SOME TOO,Not Suicide post,whoa want
1486,#totd faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,Not Suicide post,totd faves time bed good night day see faves time bed
1487,I didn't want you to see the painting until it was done.,Not Suicide post,want see painting done
1488,He was tired.,Not Suicide post,tired
1489,I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,Potential Suicide post ,tired living pay check pay check scammer wanna dm please ð ð
1490,Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fuckedâ¦ https://t.co/d2baPJ9Q6c,Potential Suicide post ,go complete social media strike till change completely unlearn fuckedâ
1491,- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not Suicide post,sitting studio talking danniee beee ignoring adding friends facebook reads
1492,This was a relationship she might want to pursue if he wasn't involved in something illegal.,Not Suicide post,relationship might want pursue involved something illegal
1493,@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not Suicide post,dip keeps following neh gaat alweer stuk beter gelukkig one days
1494,Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,Not Suicide post,installing meebo talk online
1495,My baby is tired.,Not Suicide post,baby tired
1496,Done with the stress,Not Suicide post,done stress
1497,RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,Potential Suicide post ,rt ultimate goal end like miserable people around settled life perpetually bitter abouâ
1498,"@writingprincess Also, do you own any designer clothes?",Not Suicide post,also designer clothes
1499,If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/5MOeekHS6M,Potential Suicide post ,tired living 1st 15th need immediately like regular deodoraâ
1500,@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,select tile option little square towards bottom screen changing background
1501,@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post,wait friday coming see recording know friday guests yet looking forward
1502,Good morro! I had a dream that I was banned from GGUI,Not Suicide post,good morro dream banned ggui
1503,"@khushi4all Don't make a topic, am sure you'll get some replies soon.",Not Suicide post,make topic sure get replies soon
1504,I want you to clean the dishes.,Not Suicide post,want clean dishes
1505,me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,Potential Suicide post ,finally die saying want die every single day
1506,i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post,r tired suppose thats get procrastinating damn hate ego tied grades blame capitalism
